id,companyName,ecosystemName,ecosystemSecondary,dateFounded,primaryTag,secondaryTag,latestRoundType,latestRoundDate,dateAcqusition,acquiringCompany,ipoDate,peDate,deadFlag,logoUrlCdn
1016,RenoRun,Quebec,Montreal,2016-02-01,Marketplace,SaaS,Series B,2022-02-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1016.png
1017,Resemble AI,Toronto,,2018-01-01,AI,Machine Learning,Series A,2023-07-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1017.png
1018,RetiSpec,Toronto,,2016-01-01,HealthTech,Hardware,Series A,2024-07-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1018.png
1022,ROBOEATZ,Toronto,,2018-02-21,Robotics,Food Processing,Pre-Seed,2019-07-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1022.png
1025,Ruksack,Toronto,,2019-02-01,TravelTech,Mobile,Pre-Seed,2019-07-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1025.png
1026,Saccade Analytics,Quebec,Montreal,2016-10-12,Analytics,Data,Series ?,2019-06-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1026.png
1027,SAMETRICA,Toronto,,2011-01-01,SaaS,Business Intelligence,Seed,2019-10-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1027.png
1028,Savvyy,Toronto,,2018-01-01,FinTech,Banking as a Service,Seed,2021-11-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1028.png
1030,Sensibill,Toronto,,2013-01-01,FinTech,Banking,Series B,2019-07-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1030.png
1031,Senso.ai,Toronto,,2016-01-01,FinTech,AI,Seed,2019-05-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1031.png
1032,Shaddari,Quebec,Montreal,2018-01-01,HealthTech,AI,Pre-Seed,2019-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1032.png
1033,Shapeshift 3D,Quebec,Montreal,2019-09-01,3DTech,3D Printing,Pre-Seed,2019-09-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1033.png
1037,Simplyk,Quebec,Montreal,2016-07-01,FinTech,,Seed,2021-11-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1037.png
1039,Skullscan,Quebec,Montreal,2016-01-01,3DTech,3DTech,Pre-Seed,2019-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1039.png
1042,Sofdesk,Quebec,Montreal,2013-12-13,SaaS,Home Renovation,Series B,2019-10-25,2021-01-26,Enphase Energy,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1042.png
1044,Sortspoke,Toronto,,2015-01-01,AI,Machine Learning,Series A,2022-06-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1044.png
1045,Soundpays Inc.,Toronto,,2015-05-25,AdTech,Ad Targeting,Series ?,2024-12-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1045.png
1046,Soundskrit,Quebec,Montreal,2017-01-01,Hardware,Computer,Seed,2019-06-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1046.png
1047,SpaceRyde,Toronto,,2018-01-01,SpaceTech,,Seed,2019-03-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1047.png
1048,Spiffy,Toronto,,2016-01-01,SaaS,Hotel,Pre-Seed,2019-10-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1048.png
1050,Spinologics,Quebec,Montreal,2011-01-01,BioTech,HealthTech,Series ?,2019-06-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1050.png
1051,Stage Ten,Toronto,,2014-01-01,EntertainmentTech,Content Creators,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1051.png
1052,Steam Energy Labs,Quebec,Montreal,1976-01-01,Hardware,Electronics,Pre-Seed,2019-04-01,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1052.png
1054,Stradigi AI,Quebec,Montreal,2014-01-01,AI,Machine Learning,Series A,2019-11-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1054.png
1055,Strato Automation,Quebec,Montreal,2010-01-01,PropertyTech,Construction,Series ?,2019-04-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1055.png
1056,Studint,Quebec,Montreal,2019-01-01,Marketplace,Real Estate,Pre-Seed,2019-02-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1056.png
1057,SuccessFinder,Quebec,Montreal,2017-01-01,HRTech,Analytics,Series ?,2019-12-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1057.png
1059,Swiggle Inc,Toronto,,2016-03-01,RetailTech,eCommerce,Seed,2019-03-15,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1059.png
1061,TAKU Retail,Toronto,,2018-03-01,eCommerce,Computer,Pre-Seed,2019-11-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1061.png
1064,Think Research,Toronto,,2006-01-01,HealthTech,Medical,Series D,2019-10-21,0000-00-00,,2020-12-30,0000-00-00,0,https://cdn.briefed.in/companies/1064.png
1065,Thinkwire,Toronto,,2016-01-01,Platform,Blogs,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1065.png
1068,TIDY app,Quebec,Montreal,2019-05-06,Marketplace,Mobile,Pre-Seed,2021-02-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1068.png
1071,Together,Toronto,,2018-01-01,SaaS,Human Resources,Series A,2022-01-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1071.png
1073,Trackena Inc.,Toronto,,2017-01-01,SaaS,Project Management,Seed,2019-05-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1073.png
1074,TrackTik,Quebec,Montreal,2012-01-01,CyberSecurity,,Series B,2019-01-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1074.png
1075,Tread,Toronto,,2016-03-01,SaaS,Civil Engineering,Series A,2019-11-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1075.png
1076,trexo robotics,Toronto,,2016-07-01,Wearables,HealthTech,Seed,2019-03-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1076.png
1077,Tribe Community Platform,Toronto,,2018-09-18,SaaS,Communities,Seed,2020-09-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1077.png
1078,TROES,Toronto,,2018-05-05,BatteryTech,Energy Efficiency,Series ?,2023-07-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1078.png
1080,Underknown,Toronto,,2016-10-26,Consumer,Media,Seed,2019-02-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1080.png
1082,Unsplash,Quebec,Montreal,2013-01-01,Platform,Open Source,Series B,2019-08-04,2021-03-30,Getty Images,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1082.png
1083,Upscale Technology,Quebec,Montreal,2017-08-28,SaaS,Mobile,Pre-Seed,2019-01-01,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1083.png
1085,Valence Discovery,Quebec,Montreal,2018-01-01,BioTech,AI,Seed,2021-12-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1085.png
1086,Velocia,Toronto,,2018-05-01,TransportationTech,Automotive,Series ?,2022-08-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1086.png
1087,Veuhub,Toronto,,2016-01-01,AdTech,Advertising,Seed,2019-07-19,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1087.png
1090,Watergeeks,Quebec,Montreal,2019-01-01,CleanTech,Advanced Materials,Pre-Seed,2019-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1090.png
1092,Wealthsimple,Toronto,,2014-01-01,FinTech,Finance,Series ?,2019-05-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1092.png
1094,Winterlight Labs,Toronto,,2015-01-01,AI,Machine Learning,Series A,2019-11-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1094.png
1095,Wisedocs,Toronto,,2018-01-01,HealthTech,Medical,Series A,2024-01-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1095.png
1096,Wisely,Toronto,,2017-04-06,SaaS,AI,Seed,2019-07-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1096.png
1097,WISK Solutions,Quebec,Montreal,2014-01-01,SaaS,Restaurants,Seed,2019-07-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1097.png
1098,WorkAxle,Quebec,Montreal,2017-01-01,SaaS,Enterprise Resource Planning (,Pre-Seed,2019-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1098.png
1100,Worximity Technology,Quebec,Montreal,2011-01-01,Analytics,iOS,Series B,2022-05-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1100.png
1103,wrnch,Quebec,Montreal,2014-01-01,AI,Augmented Reality,Series B,2019-06-24,2021-09-17,Hinge Health,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1103.png
1104,Xandar Kardian,Toronto,,2017-09-01,HealthTech,,Series A,2021-12-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1104.png
1105,Zafin,Toronto,,2002-01-01,FinTech,Banking,Series B,2019-01-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1105.png
1110,District M,Quebec,Montreal,2013-01-01,AdTech,,Series A,2019-01-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1110.png
1114,Coworker.com,Toronto,,2015-06-01,PropertyTech,,Seed,2019-08-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1114.png
1117,Fusion Pharmaceuticals,Other,,2014-01-01,BioTech,Biopharma,,0000-00-00,0000-00-00,,2020-06-25,0000-00-00,0,https://cdn.briefed.in/companies/1117.png
1118,MindBridge AI,Ottawa,,2016-01-12,FinTech,Analytics,Series ?,2023-07-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1118.png
1119,Rewind,Ottawa,,2015-06-23,Data,SaaS,Series B,2021-09-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1119.png
1120,Fullscript,Ottawa,,2011-01-01,eCommerce,HealthTech,Series B,2019-05-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1120.png
1121,Tehama,Ottawa,,2019-09-01,SaaS,Virtual Desktop,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1121.png
1122,Solink,Ottawa,,2009-01-01,Analytics,Data,Series C,2023-07-25,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1122.png
1123,Fellow.app,Ottawa,,2017-11-01,SaaS,Mobile,Series A,2021-10-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1123.png
1124,Noblegen,Other,,2013-09-13,BioTech,Commercial,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1124.png
1125,RVezy,Ottawa,,2016-01-01,Marketplace,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1125.png
1127,Interset,Ottawa,,2015-03-10,CyberSecurity,Analytics,,0000-00-00,2019-02-15,Micro Focus,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1127.png
1128,Flosonics,Other,,2015-04-01,HealthTech,Medical,Series C,2024-03-20,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1128.png
1129,BluWave-ai,Ottawa,,2017-04-01,SaaS,AI,Series A,2023-02-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1129.png
1130,Corsa Security,Ottawa,,2011-01-01,CyberSecurity,Cloud Security,Series ?,2022-10-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1130.png
1131,Relogix,Ottawa,,2010-01-01,Analytics,Business Intelligence,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1131.png
1132,Trusscore,Other,,2007-01-01,NanoTech,Building Materials,Series A,2021-10-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1132.png
1133,Hoppier,Ottawa,,2016-12-01,FinTech,Procurement,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1133.png
1134,Pagecloud,Ottawa,,2014-09-01,SaaS,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1134.png
1135,Verto Health,Ottawa,,2009-01-01,HealthTech,HealthTech,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1135.png
1136,Weever Apps,Other,,2011-06-01,SaaS,Mobile,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1136.png
1137,Adaptate Biotherapeutics,Other,,2019-01-01,BioTech,HealthTech,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1137.png
1138,Nix Sensor,Other,,2012-01-01,Hardware,Home Renovation,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1138.png
1139,ReFuel Mobile,Other,,2017-01-01,Consumer,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1139.png
1140,Orion Biotechnology,Ottawa,,2011-01-01,BioTech,HealthTech,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1140.png
1141,Nuvyyo,Ottawa,,2010-01-01,Consumer,Hardware,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1141.png
1142,Spiderwort,Ottawa,,2015-01-01,BioTech,HealthTech,Series A,2022-07-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1142.png
1143,InterVal,Other,,2019-01-01,FinTech,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1143.png
1144,Spoonity,Ottawa,,2013-09-13,eCommerce,Advertising,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1144.png
1145,reDock,Ottawa,,2016-06-02,AI,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1145.png
1146,OrderEase,Other,,2013-04-23,Marketplace,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1146.png
1147,AgeRate,Other,,2018-05-22,HealthTech,Health Diagnostics,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1147.png
1148,Cord3,Ottawa,,2013-01-01,CyberSecurity,B2B,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1148.png
1149,FreshSpoke,Other,,2016-04-01,Marketplace,Agriculture,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1149.png
1150,MesoMat,Other,,2018-01-01,iOT,Advanced Materials,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1150.png
1151,SnapClarity,Ottawa,,2016-01-01,HealthTech,Portal,,0000-00-00,2020-07-16,CloudMD,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1151.png
1152,CYBERNETIQ,Ottawa,,2007-06-09,CyberSecurity,Consulting,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1152.png
1153,Factory Bucket,Other,,2016-01-01,Platform,Enterprise Resource Planning (,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1153.png
1154,Custodia,Toronto,,2018-12-12,Marketplace,HealthTech,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1154.png
1155,MESH/diversity,East Coast,,2013-01-01,SaaS,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1155.png
1156,DroneEntry,Ottawa,,2017-03-03,SaaS,Aerospace,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1156.png
1157,Acadium,Ottawa,,2016-01-01,EdTech,Education,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1157.png
1158,Swidget,Other,,2017-01-01,Hardware,Product Design,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1158.png
1159,Spectra Plasmonics,Other,,2017-01-01,NanoTech,HealthTech,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1159.png
1160,Reshift security,Ottawa,,2019-09-24,CyberSecurity,Computer,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1160.png
1161,Reperformance,Other,,2014-12-15,FitnessTech,EdTech,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1161.png
1162,Lumedi,Other,,2019-05-01,HealthTech,HealthTech,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1162.png
1163,MODU Research,Ottawa,,2018-04-20,AR,Augmented Reality,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1163.png
1164,EmergConnect,Toronto,,2020-01-01,HealthTech,HealthTech,Pre-Seed,2021-10-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1164.png
1165,TryCycle Data Systems,Ottawa,,2016-01-01,HealthTech,Hospital,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1165.png
1166,A-Line Orthopaedics,Other,,2018-01-01,BioTech,HealthTech,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1166.png
1167,Noibu,Ottawa,,2017-03-07,SaaS,eCommerce,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1167.png
1168,Fetch Moto,Other,,2020-01-02,Marketplace,Automotive,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1168.png
1169,Presearch,Other,,2017-01-01,Platform,Search,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1169.png
1170,HeroHub,Other,,2018-03-14,SocialTech,Charity,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1170.png
1171,InFlow Machine Learning,Other,,2019-05-13,Analytics,Cloud Computing,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1171.png
1172,Speak Ai,Other,,2019-01-09,AI,Machine Learning,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1172.png
1173,Botmock,Ottawa,,2016-10-16,DevTech,Enterprise Software,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1173.png
1174,Bluink Ltd,Ottawa,,2010-01-01,Hardware,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1174.png
1175,MASV,Ottawa,,2019-12-20,Data,Media,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1175.png
1176,Marketplace Solutions,Other,,2018-11-15,eCommerce,Marketplace,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1176.png
1177,Transparent Kitchen,Ottawa,,2017-01-01,Marketplace,Computer,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1177.png
1178,Algoblu,Ottawa,,2012-01-01,Networks,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1178.png
1179,Intransigense,Other,,2015-11-05,Analytics,AI,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1179.png
1180,Bitback,Ottawa,,2019-11-12,FinTech,Mobile,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1180.png
1181,Kings Distributed Systems,Other,,2017-08-13,Networks,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1181.png
1182,SoilOptix,Other,,2017-02-01,AgTech,Agriculture,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1182.png
1183,Rize Health,Other,,2019-02-13,HealthTech,Cloud Management,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1183.png
1184,Sensor Cortek,Ottawa,,2018-06-01,AI,3DTech,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1184.png
1185,Click Armor,Ottawa,,2018-01-01,CyberSecurity,Training,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1185.png
1186,AirShare,Ottawa,,2002-01-01,Hardware,Computer,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1186.png
1187,Synkar Autonomous,Other,,2018-12-01,AI,Delivery Service,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1187.png
1188,InnScience Labs Inc.,Other,,2018-09-01,Marketplace,Agriculture,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1188.png
1189,Wavve Boating,Other,,2017-03-01,Consumer,Navigation,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1189.png
1190,Incuvers,Ottawa,,2018-02-13,BioTech,BioTech,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1190.png
1191,Backr,Other,,2019-01-01,SaaS,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1191.png
1192,Cheetah Networks,Ottawa,,0000-00-00,Networks,Customer Service,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1192.png
1193,Mariner Endosurgery,Other,,2016-10-05,Hardware,Hospital,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1193.png
1194,SkySnap,Toronto,,2014-01-01,AI,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1194.png
1196,AudioConexus,Other,,2006-01-01,TravelTech,Tourism,,0000-00-00,2019-09-18,Listen Technologies,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1196.png
1197,sweatcrew,Ottawa,,2019-01-01,SaaS,Employee Benefits,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1197.png
1198,Message Hopper,Ottawa,,2017-01-01,Platform,,,0000-00-00,2020-10-01,Alianza,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1198.png
1199,123Genetix,Other,,2017-02-28,BioTech,HealthTech,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1199.png
1200,MyPITBOARD,Ottawa,,2019-01-01,Hardware,,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1200.png
1201,OTTOFACT,Other,,2016-01-01,SaaS,Automotive,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1201.png
1202,Blockstream,British Columbia,,2014-01-01,FinTech,Bitcoin,Series ?,2024-10-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1202.png
1203,BlocPal International Inc.,British Columbia,,2017-07-01,FinTech,Banking,Series D,2020-07-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1203.png
1205,Cognitive3D,British Columbia,,2015-09-14,Analytics,Augmented Reality,Seed,2022-09-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1205.png
1210,Kardium,British Columbia,,2007-01-01,Hardware,Health Diagnostics,Series ?,2024-06-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1210.png
1213,Pathonix,British Columbia,,2013-01-01,FitnessTech,HealthTech,Grant,2020-10-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1213.png
1216,Semios,British Columbia,,2010-01-01,AgTech,Agriculture,Series ?,2021-09-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1216.png
1219,Uploadcare,British Columbia,,2011-10-01,Platform,Cloud Computing,Seed,2019-11-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1219.png
1220,Viewpoint AI,British Columbia,,2018-02-26,AI,Corporate Training,Pre-Seed,2019-05-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1220.png
1223,Biotii Technologies,British Columbia,,2019-01-01,BioTech,BioTech,Series ?,2019-04-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1223.png
1230,Faber Connect,British Columbia,,2016-01-01,Marketplace,B2B,Series ?,2020-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1230.png
1232,Fitplan,British Columbia,,2014-01-01,FitnessTech,Mobile,Series ?,2020-06-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1232.png
1233,FTSY,British Columbia,,2015-01-01,AI,Computer Vision,Pre-Seed,2019-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1233.png
1239,Netcents Systems,British Columbia,,2006-03-01,FinTech,Electronics,Seed,2020-06-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1239.png
1240,Netskrt,British Columbia,,2017-01-01,Networks,iOT,Series A,2024-05-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1240.png
1245,Responsive,British Columbia,,2015-06-25,FinTech,Finance,Series A,2022-04-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1245.png
1247,STN Video,British Columbia,,2010-01-15,AdTech,Advertising,Series ?,2019-05-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1247.png
