id,companyId,companyName,headquarters,ecosystemName,ecosystemSecondary,primaryTag,leadInvestors,investors,roundType,date,amount,year,yearQuarter
1833,1132,Trusscore,Palmerston,Other,,NanoTech,Round13 Capital,"Round13 Capital, Garage Capital",Series A,2021-10-14,26000000,2021,2021 Q4
1834,470,Pathway Medical,Montreal,Quebec,Montreal,HealthTech,Amplify Capital,"Amplify Capital, Desjardins Venture Capital, Panache Ventures, BoxOne Ventures and Formentera Capital",Seed,2021-10-14,1600000,2021,2021 Q4
1835,1894,Pani,Victoria,British Columbia,,CleanTech,"Blue Bear Capital, Blue Coast","Blue Bear Capital, Blue Coast, Mazarine Ventures, Humanitas, Sustainable Development Technology Canada",Seed,2021-10-15,8000000,2021,2021 Q4
1836,1895,Locketgo,Montreal,Quebec,Montreal,LogisticsTech,,,Seed,2021-10-18,0,2021,2021 Q4
1837,1896,FTEX,Montreal,Quebec,Montreal,AutoTech,"Front Row Ventures, Fonds Ecofuel","Front Row Ventures, Fonds Ecofuel",Pre-Seed,2021-10-18,485000,2021,2021 Q4
1838,1897,Bedrock AI,Toronto,Toronto,,AI,,"Seth Weinstein, Born Capital, Activation Venture Fund, Good News Ventures, Sophia Collier",Seed,2021-10-19,1000000,2021,2021 Q4
1839,1898,CoLab,Newfoundland,East Coast,,SaaS,Insight Partners,Insight Partners,Series A,2021-10-19,21000000,2021,2021 Q4
1840,336,Lydia AI,Toronto,Toronto,,InsurTech,Information Venture Partners,"Information Venture Partners, 500 Global",Series A,2021-10-19,10000000,2021,2021 Q4
1841,1899,Hoot Reading,Winnipeg,Other,,EdTech,Spin Master Ventures,Spin Master Ventures,Seed,2021-10-19,3000000,2021,2021 Q4
1842,1663,Steadiwear,Toronto,Toronto,,HealthTech,3W Partners,3W Partners,Seed,2021-10-20,1100000,2021,2021 Q4
1843,252,Fraction,Vancouver,British Columbia,,FinTech,QED Investors,"QED Investors, Impression Ventures, Primetime Partners, Panache Ventures, Global Founders Capital",Series A,2021-10-20,20000000,2021,2021 Q4
1844,571,SkyHive,Vancouver,British Columbia,,SaaS,Eldrige,"Allegis Cyber, Accenture Ventures, Workday Ventures, Partnership Fund for New York City",Series B,2021-10-21,49300000,2021,2021 Q4
1845,1900,Hasu,Toronto,Toronto,,HealthTech,WELL Ventures,WELL Ventures,Series ?,2021-10-21,0,2021,2021 Q4
1846,1901,Pocketed,Vancouver,British Columbia,,FinTech,WUTIF Capital,"WUTIF Capital, Hustle Fund, Women’s Equity Lab, New Avenue Capital",Seed,2021-10-21,1000000,2021,2021 Q4
1847,1902,aDolus,Victoria,British Columbia,,CyberSecurity,,,Series ?,2021-10-19,3000000,2021,2021 Q4
1848,1903,Link Investment Management,Calgary,Alberta,Calgary,FinTech,Canaccord Genuity Group,Canaccord Genuity Group,Series A,2021-10-26,2500000,2021,2021 Q4
1849,93,Bridgit,Waterloo,Waterloo Region,,SaaS,"Camber Creek, Storm Ventures","Camber Creek, Storm Ventures, Nine Four Ventures, BDC Capital, StandUp Ventures, Sands Capital, Vanedge Capital",Series B,2021-10-26,24000000,2021,2021 Q4
1850,1123,Fellow.app,Ottawa,Ottawa,,SaaS,Craft Ventures,"Craft Ventures, Formentera, Inovia Capital, Silicon Valley Bank",Series A,2021-10-27,29500000,2021,2021 Q4
1851,1904,ArenaX Labs (AI Arena),Toronto,Toronto,,Games,Paradigm Capital,"Paradigm Capital, Framework Ventures",Seed,2021-10-27,6170000,2021,2021 Q4
1852,1905,Crewdle,Montreal,Quebec,Montreal,VideoTech,,,Seed,2021-10-28,2150000,2021,2021 Q4
1853,90,Brainbox AI,Montreal,Quebec,Montreal,AI,ABB Group,"ABB Group, Desjardins Venture Capital, Esplanade Ventures",Series A,2021-10-28,24000000,2021,2020 Q4
1854,1906,Optina,Montreal,Quebec,Montreal,HealthTech,DigitalDx Ventures,"DigitalDx Ventures, Desjardins Capital, Hike Ventures, Advisors Fund, MEDTEQ+, Biomed Propulsion",Series A,2021-10-29,24000000,2021,2021 Q4
1855,1907,Practice,Montreal,Quebec,Montreal,SaaS,Andrew Chen,"Andrew Chen, Andrew Wilkinson, Tiny Capital",Seed,2021-10-29,12400000,2021,2021 Q4
1856,1835,Float,Toronto,Toronto,,FinTech,Tiger Global,"Tiger Global, Golden Ventures, Susa Ventures, Michael Hyatt, Tiny Capital, Garage Capital, A-Star, Global Founders Capital",Series A,2021-11-03,37000000,2021,2021 Q4
1857,1908,Shakudo,Toronto,Toronto,,DevTech,"Golden Ventures, Parade Ventures","Golden Ventures, Parade Ventures, Garage Capital, Global Founders Capital, Draft, Basecamp Fund",Seed,2021-11-03,4200000,2021,2021 Q4
1859,461,Owl.co,Vancouver,British Columbia,,Platform,"Luge Capital, Impression Ventures","Luge Capital, Impression Ventures, Sway Ventures, Inovia Capital, Plug and Play, Builders VC",Seed,2019-08-02,2600000,2019,2019 Q3
1860,461,Owl.co,Vancouver,British Columbia,,Platform,Cota Capital,"Cota Capital, Sorenson Capital, FUSE, Impression Ventures, Luge Capital, Plug and Play Tech Center",Series B,2021-11-03,30000000,2021,2021 Q4
1861,654,Trufan,Toronto,Toronto,,MarTech,,"Moneta Ventures, Magic Fund, Ryan Holmes, Devon Townsend, Brad Shaw",Seed,2021-11-04,2000000,2021,2021 Q4
1862,1909,Uvaro,Kitchener,Waterloo Region,,Misc,White Star Capital,"White Star Capital, Amplify, BDC Capital, Real Ventures, XFund, WTI, Garage Capital",Series A,2021-11-03,14800000,2021,2021 Q4
1863,1910,mimik,California & Vancouver,British Columbia,,PaaS,Pier 88 Investment Partners,"Pier 88 Investment Partners, Primera Capital, NLabs",Series A,2021-11-03,17900000,2021,2021 Q4
1864,1911,Mysa,St. Johns,East Coast,,Hardware,Cycle Capital Management,"Cycle Capital Management, Round13 Capital, Climate Innovation Capital, BDC Capital, Export Development Canada, Killick Capital",Series B,2021-11-03,20300000,2021,2021 Q4
1865,738,GHGSat,Montreal,Quebec,Montreal,Analytics,Sustainable Development Technology Canada,Sustainable Development Technology Canada,Series ?,2021-11-05,20000000,2021,2021 Q4
1866,1912,Bolt Logistics,Toronto,Toronto,,LogisticsTech,Yaletown Partners,"Yaletown Partners, Northleaf Capital Partners, Kensington Capital",Series B,2021-11-08,75000000,2021,2021 Q4
1867,1913,Bandit Labs,Vancouver,British Columbia,,SaaS,Badhouse Ventures,Badhouse Ventures,Pre-Seed,2021-11-08,600000,2021,2021 Q4
1868,1914,Gradient MSP,Calgary,Alberta,Calgary,SaaS,Anthos Capital,"Anthos Capital, StoneMill Ventures, Gula Tech Adventures, Accelerate Fund",Series A,2021-11-08,12700000,2021,2021 Q4
1869,1915,Node,Toronto,Toronto,,MarTech,Techstars,Techstars,Seed,2021-11-08,0,2021,2021 Q4
1870,1028,Savvyy,Toronto,Toronto,,FinTech,,,Seed,2021-11-08,3100000,2021,2021 Q4
1871,1916,EnPowered,Waterloo,Waterloo Region,,FinTech,"Inovia Capital, Version One Ventures, Golden Ventures","Inovia Capital, Version One Ventures, Golden Ventures",Seed,2021-11-09,12750000,2021,2021 Q4
1872,1917,Enso Connect,Toronto,Toronto,,PropertyTech,Mantella Venture Partners,"Mantella Venture Partners, Mistral Venture Partners, Cowie Capital Partners, Michael Hyatt, Andrew Kitchell",Seed,2021-11-10,2000000,2021,2021 Q4
1873,1918,Knak,Ottawa,Ottawa,,MarTech,Insight Partners,Insight Partners,Series A,2021-11-10,31000000,2021,2021 Q4
1874,1037,Simplyk,Montreal,Quebec,Montreal,FinTech,Ring Capital,"Ring Capital, Real Ventures, Panache Ventures",Seed,2021-11-08,3700000,2021,2021 Q4
1875,710,Wrapbook,Toronto & New York,Toronto,,HRTech,Tiger Global Management,"Tiger Global Management, Andreessen Horowitz, A* Capital, WndrCo, Uncork Capital, Equal Ventures",Series B,2021-11-10,100000000,2021,2021 Q4
1876,1919,Threekit,Chicago & Ottawa,Ottawa,,3DTech,Leaders Fund,"Leaders Fund, Salesforce Ventures, Shasta Ventures",Series B,2021-11-10,43600000,2021,2021 Q4
1877,599,StellarAlgo,Calgary,Alberta,Calgary,SportsTech,Carallas Holdings,"Carallas Holdings, Orlando Corporation, Newbound VC, Accelerate Fund, Bluesky Equities, InterGen Capital",Series A,2021-11-10,16500000,2021,2021 Q4
1878,1120,Fullscript,Ottawa & Arizona,Ottawa,,eCommerce,Kayne Partners,Kayne Partners,Series B,2019-05-21,25000000,2019,2019 Q2
1879,1920,Symposify,Vancouver,British Columbia,,Marketplace,,,Pre-Seed,2021-11-10,100000,2021,2021 Q4
1880,1921,Trunkit Delivery,Pitt Meadows,British Columbia,,LogisticsTech,Badhouse Ventures,Badhouse Ventures,Pre-Seed,2021-11-10,0,2021,2021 Q4
1881,309,Interface Fluidics,Calgary,Alberta,Calgary,Analytics,Equinor Ventures,"Equinor Ventures, Phaze Ventures",Series B,2021-11-09,6700000,2021,2021 Q4
1882,1923,Edgegap,Montreal,Quebec,Montreal,PaaS,Konvoy Ventures,"Konvoy Ventures, GFR fund, Akamai Technologies, Liberty Global",Series A,2021-11-10,7000000,2021,2021 Q4
1883,1924,Composer,Toronto,Toronto,,FinTech,"First Round Capital, Golden Ventures","First Round Capital, Golden Ventures",Seed,2021-11-15,5350000,2021,2021 Q4
1884,1924,Composer,Toronto,Toronto,,FinTech,Golden Ventures,"Golden Ventures, Alumni Ventures Group, Not Boring Capital",Pre-Seed,2020-05-05,1390000,2020,2020 Q2
1885,1925,Billdr,Montreal,Quebec,Montreal,Marketplace,One Way Ventures,"One Way Ventures, Quebecor, Kima Ventures, Goodwater Capital, Moving Capital, Simple Capital",Seed,2021-11-16,4000000,2021,2021 Q4
1886,138,Clutch,Toronto,Toronto,,Marketplace,D1 Capital Partners,"D1 Capital Partners, Flight Deck Capital, Canaan, Upper90, Real Ventures, BrandProject, Global Founders Capital, FJ Labs",Series B,2021-11-16,100000000,2021,2021 Q4
1887,224,Faire,San Francisco & Waterloo,Waterloo Region,,Marketplace,"Durable Capital Partners, D1 Capital Partners, Dragoneer","Durable Capital Partners, D1 Capital Partners, Dragoneer, Sequoia Capital, Y Combinator, Lightspeed Venture Partners, Forerunner Ventures, Khosla Ventures, Founders Fund, DST Global, Norwest Venture Partners",Series G,2021-11-16,500000000,2021,2021 Q4
1888,203,Ekona Power,Burnaby,British Columbia,,CleanTech,,,Series A,2021-11-10,0,2021,2021 Q4
1889,1926,Moment Energy,Vancouver,British Columbia,,CleanTech,Version One Ventures,"Version One Ventures, Garage Capital, Fika Ventures, MCJ Collective",Seed,2021-11-17,3500000,2021,2021 Q4
1890,1927,Variational AI,Vancouver,British Columbia,,AI,"Flying Fish Ventures, Alliance of Angels, A&E Investments","Flying Fish Ventures, Alliance of Angels, A&E Investments",Seed,2021-11-17,4300000,2021,2021 Q4
1891,282,HiMama,Toronto,Toronto,,SaaS,Bain Capital,"Bain Capital, Round13 Capital, BDC Capital",Series B,2021-11-18,70000000,2021,2021 Q4
1892,282,HiMama,Toronto,Toronto,,SaaS,BDC Capital,BDC Capital,Series A,2020-05-09,5000000,2020,2020 Q2
1893,1928,Judo,Toronto,Toronto,,Platform,"TenOneTen Ventures, Freestyle Capital","TenOneTen Ventures, Freestyle Capital",Seed,2021-11-18,3800000,2021,2021 Q4
1894,941,Klir,Toronto,Toronto,,SaaS,Insight Partners,"Insight Partners, Bowery Capital, Spider Capital, SaaS Ventures.",Series A,2021-11-18,20100000,2021,2021 Q4
1895,941,Klir,Toronto,Toronto,,SaaS,,"Bowery Capital, Spider Capital, SaaS Ventures",Seed,2021-02-11,3900000,2021,2021 Q1
1896,910,GaN Systems,Toronto,Toronto,,Hardware,Fidelity,"Vitesco Technologies, BMW i Ventures",Series ?,2021-11-18,189000000,2021,2021 Q4
1897,1929,TeamLinkt,Saskatchewan,Other,,SportsTech,Broad Street Bulls,Broad Street Bulls,Pre-Seed,2019-01-01,0,2019,2019 Q1
1898,1930,Rehabtronics,Vancouver,British Columbia,,HealthTech,"NorthSpring Capital Partners, Threshold Impact","NorthSpring Capital Partners, Threshold Impact, Archangel Network, Thin Air Labs",Series ?,2021-11-22,1600000,2021,2021 Q4
1899,1931,Orderinbox,Vancouver,British Columbia,,Marketplace,,,Pre-Seed,2021-11-22,1500000,2021,2021 Q4
1900,780,Axelar,Waterloo,Waterloo Region,,Blockchain,Crypto.com Capital,"Crypto.com Capital, Scytale Ventures, Zero Knowledge Validator",Series ?,2021-11-22,0,2021,2021 Q4
1901,760,OutPoint,Toronto,Toronto,,MarTech,"Tuesday Capital, MGV Capital Group","Tuesday Capital, MGV Capital Group, Entrepreneur First, Mistral Venture Partners",Pre-Seed,2021-11-22,1492658,2021,2021 Q4
1902,1932,Suborbital,Ottawa,Ottawa,,DevTech,Amplify Partners,"Amplify Partners, Jason Warner, Sri Viswanath, Tyler McMullen, Jonathan Beri, Vijay Gill, Mac Reddin",Seed,2021-11-23,2000000,2021,2021 Q4
1903,1933,Asset Direct,London,Other,,FinTech,SOSV,SOSV,Seed,2021-11-24,189000,2021,2021 Q4
1904,1934,Gotcare,Toronto,Toronto,,HealthTech,"SheEO, Red Thread Ventures","SheEO, Red Thread Ventures, Telus Pollinator Fund, Telus Ventures",Pre-Seed,2021-11-25,1200000,2021,2021 Q4
1905,974,Nectar,Montreal,Quebec,Montreal,Platform,Real Ventures,"Real Ventures, Telus Pollinator Fund, Telus Ventures, Fondaction, Upper Canada Equity Fund, Third Estate Investment",Seed,2021-11-25,0,2021,2021 Q4
1906,1935,Booxi,Montreal,Quebec,Montreal,SaaS,"Investissement Quebec, BDC","Investissement Quebec, BDC",Series ?,2021-11-26,1500000,2021,2021 Q4
1907,1936,Amp Health,St. John's,East Coast,,HealthTech,"Volta Cohort Inc, BDC Capital, Innovacor","Volta Cohort Inc, BDC Capital and Innovacor",Pre-Seed,2021-11-29,25000,2021,2021 Q4
1908,1937,MOC Biotechnologies,Halifax,East Coast,,BioTech,"Volta Cohort Inc, BDC Capital, Innovacor","Volta Cohort Inc, BDC Capital, Innovacor",Pre-Seed,2021-11-29,25000,2021,2021 Q4
1909,1938,Parados,Fredricton,East Coast,,Analytics,"Volta Cohort Inc, BDC Capital, Innovacor","Volta Cohort Inc, BDC Capital, Innovacor",Pre-Seed,2021-11-29,25000,2021,2021 Q4
1910,584,Spare,Vancouver,British Columbia,,SaaS,Inovia Capital,"Inovia Capital, Kensington Capital, Link VC, Ramen VC, Ridge Ventures, TransLink Capital, JAL Innovation Fund, Nicola Wealth",Series A,2021-11-30,18000000,2021,2021 Q4
1911,1939,WaitWell,Calgary,Alberta,Calgary,SaaS,,,Pre-Seed,2021-11-30,400000,2021,2021 Q4
1912,1940,PulseMedica,Edmonton,Alberta,,HealthTech,,,Pre-Seed,2021-11-30,400000,2021,2021 Q4
1913,1941,StoreToDoor,Regina,Other,,LogisticsTech,,,Pre-Seed,2021-11-30,125000,2021,2021 Q4
1914,1942,Dryrun,Edmonton,Alberta,,FinTech,,,Pre-Seed,2021-11-30,0,2021,2021 Q4
1916,1944,Rallie,Calgary,Alberta,Calgary,FinTech,,,Pre-Seed,2021-11-30,0,2021,2021 Q4
1917,1945,Omnee,Saskatchewan,Other,,Marketplace,,,Pre-Seed,2021-11-30,0,2021,2021 Q4
1918,1946,Lucent Biosciences,Vancouver,British Columbia,,AgTech,,"Emmertech, Amathaon, SVG Ventures, WUTIF Capital",Seed,2021-11-30,4200000,2021,2021 Q4
1919,261,General Fusion,British Columbia,British Columbia,,CleanTech,Temasek Holdings,"Temasek Holdings, Jameel Investment Management, Segra Capital, GIC, BDC Capital, Thistledown Capital, IBX, Bezos Expeditions",Series E,2021-11-30,166000000,2021,2021 Q4
1920,332,Klue,Vancouver,British Columbia,,AI,Tiger Global,"Tiger Global, Salesforce Ventures",Series B,2021-12-01,79200000,2021,2021 Q4
1921,1948,bidmii,Waterloo Region,Waterloo Region,,Marketplace,Scott McGillivray - McGillivray Group,"Scott McGillivray - McGillivray Group, Tom Newton, Andre Belisle",Pre-Seed,2021-12-01,1000000,2021,2021 Q4
1922,24,Alida,Toronto,Toronto,,SaaS,BMO Capital,BMO Capital,Series D,2021-12-01,3000000,2021,2021 Q4
1923,1950,MARZ,Toronto,Toronto,,VideoTech,Round13 Capital,"Round13 Capital, Rhino Ventures, Harlo Equity Partners, Torinit, John Cassaday, Jake Cassaday",Series A,2021-12-02,6500000,2021,2021 Q4
1924,1952,Explorance,Montreal,Quebec,Montreal,SaaS,Investissement Québec,Investissement Québec,Series ?,2021-11-30,25000000,2021,2021 Q4
1925,701,Willful,Toronto,Toronto,,LegalTech,Michele Romanow,"Michele Romanow, Conconi Growth Partners",Series ?,2021-12-02,750000,2021,2021 Q4
1926,1953,Just Boardrooms,Toronto,Toronto,,Marketplace,,,Pre-Seed,2021-12-03,3000000,2021,2021 Q4
1927,1861,LayerZero,Vancouver,British Columbia,,Blockchain,,,Seed,2021-04-01,2000000,2021,2021 Q2
1928,1713,Trolley,Toronto,Toronto,,FinTech,Pace Capital,Pace Capital,Series A,2021-12-07,7000000,2021,2021 Q4
1929,1954,GoodGood,Toronto,Toronto,,Marketplace,BKCM,"BKCM, Golden Ventures, Maple Ventures, Tet Ventures, Farhan Thawar, Chris Rickett",Seed,2021-12-07,6500000,2021,2021 Q4
1930,1955,Kudos,Calgary,Alberta,Calgary,HRTech,Canadian Business Growth Fund,Canadian Business Growth Fund,Series ?,2021-12-06,10000000,2021,2021 Q4
1931,1955,Kudos,Calgary,Alberta,Calgary,HRTech,,,Seed,2019-04-30,600000,2019,2019 Q2
1932,1957,TriplePlay,Toronto,Toronto,,SaaS,,"Goodwater Capital, N49P, Box One, Charlie Songhurst",Seed,2021-12-07,1000000,2021,2021 Q4
1933,1958,Vivid Machines,Toronto,Toronto,,AgTech,,"Entrepreneur First SPV, N49P, Box One, Peter Diehland",Seed,2021-12-07,1400000,2021,2021 Q4
1934,1959,Getware,Toronto,Toronto,,MarTech,,"MaRS IAF, N49P, Abraham Thomas, Charlie Songhurst",Seed,2021-12-07,1400000,2021,2021 Q4
1935,1949,Brizo Data,Quebec,Quebec,,Analytics,Branded,Branded,Seed,2021-05-26,1600000,2021,2021 Q2
1936,1947,Frenter,Halifax,East Coast,,SaaS,,"Gaingels, Dispatch Ventures, Connetic Ventures, Killick Capital, CFFI Ventures, John Risley",Pre-Seed,2021-12-07,270000,2021,2021 Q4
1937,428,Nomic Bio,Montreal,Quebec,Montreal,BioTech,Lux Capital ,"Lux Capital, SR One, Casdin, Real Ventures, Front Row Ventures, CQDM, CDL, 2048 Ventures Capital",Series A,2021-12-07,21575000,2021,2021 Q4
1938,1960,Gadget,Ottawa,Ottawa,,DevTech,"Sequoia Capital, Bessemer Venture Partners","Sequoia Capital, Bessemer Venture Partners, Greg Brockman, Koen Koppen, Solmaz Shahalizadeh",Series ?,2021-12-08,8500000,2021,2021 Q4
1939,1851,Proposify,Halifax,East Coast,,SaaS,"Innovacorp, Canadian Business Growth Fund","Innovacorp, Canadian Business Growth Fund",Series A,2020-09-15,8000000,2020,2020 Q4
1940,171,Damon,Vancouver,British Columbia,,AutoTech,House of Lithium,House of Lithium,Series B,2021-12-08,37900000,2021,2021 Q4
1941,581,Sonic Incytes,Vancouver,British Columbia,,HealthTech,Nimbus Synergies,"Nimbus Synergies, Nicola Wealth, Mint Venture Partners, Consortium Medteq, Wavemaker Three-Sixty Health, Gaingels, INP Capital",Series A,2021-12-07,92900000,2021,2021 Q4
1942,1962,HeyAuto,Calgary,Alberta,Calgary,Marketplace,,,Seed,2021-01-01,1150000,2021,2021 Q1
1943,1964,Trualta,Ottawa,Ottawa,,SaaS,BERKS Group,BERKS Group,Series ?,2021-12-08,0,2021,2021 Q4
1944,1965,Shabodi,Toronto,Toronto,,DevTech,Blumberg Capital,"Blumberg Capital, Counterview Capital, Shasta Ventures, SineWave Ventures, MAVA Ventures, Green Egg Ventures, Maccabee Ventures, CEAS Investments, Supernode Ventures, Lorimer Ventures",Seed,2021-12-09,4000000,2021,2021 Q4
1945,1965,Shabodi,Toronto,Toronto,,DevTech,Forum Ventures,Forum Ventures,Pre-Seed,2021-01-15,250000,2021,2021 Q1
1946,1962,HeyAuto,Calgary,Alberta,Calgary,Marketplace,,,Seed,2021-12-10,1900000,2021,2021 Q4
1947,1966,Secoda,Toronto,Toronto,,Data,Craft Ventures,"Craft Ventures, Golden Ventures, GFC, Soma Capital, Union Capital, Garage Capital, Y Combinator",Seed,2021-12-13,2750000,2021,2021 Q4
1948,1967,Sherwa,Vancouver,British Columbia,,Games,,,Pre-Seed,2021-12-09,68000,2021,2021 Q4
1949,1968,Trophi.ai,St. John's,East Coast,,SportsTech,Concrete Ventures,Concrete Ventures,Seed,2021-12-12,0,2021,2021 Q4
1950,620,Tealbook,Toronto,Toronto,,Data,Ten Coves Capital,"Ten Coves Capital, RTP Global, BDC Capital, Reciprocal Ventures, Refinery Ventures, StandUp Ventures, Good Friends",Series B,2021-12-14,40000000,2021,2021 Q4
1951,1969,eLeapPower,Toronto,Toronto,,CleanTech,BDC Capital,BDC Capital,Series A,2021-12-14,21000000,2021,2021 Q4
1952,1970,Snappy,Toronto,Toronto,,Platform,Celtic House Ventures,"Celtic House Ventures, Celtic House Asian Partners",Pre-Seed,2021-12-14,2000000,2021,2021 Q4
1953,1970,Snappy,Toronto,Toronto,,Platform,Celtic House Asian Partners,Celtic House Asian Partners,Pre-Seed,2020-12-14,600000,2020,2020 Q4
1954,1971,Codex,Vancouver & Toronto,British Columbia,,DevTech,NFX,"NFX, Y Combinator, Ludlow Ventures, Emergence Capital, Four Cities, Crossbream",Seed,2021-12-14,5500000,2021,2021 Q4
1955,1972,WFHomie,Toronto,Toronto,,HRTech,,"Initial Capital, Bogaroo VC, Dispatch VC, DNX VC, NewFund, Winning Together Fund, LOI Venture, Andreas Mihalovits, Darby Sieben, Chris Krischnig, David Smejkal, Rupa Popat.",Seed,2021-12-15,1900000,2021,2021 Q4
1956,1972,WFHomie,Toronto,Toronto,,HRTech,Forum Ventures,Forum Ventures,Pre-Seed,2021-01-01,128000,2021,2021 Q1
1957,100,Buf,Toronto,Toronto,,DevTech,Amplify Partners,"Amplify Partners, Garage Capital, Haystack Ventures, Abstraction Capital",Pre-Seed,2020-05-01,1000000,2020,2020 Q2
1958,100,Buf,Toronto,Toronto,,DevTech,Lightspeed Venture Partners,"Lightspeed Venture Partners, Amplify Partners, Garage Capital, Haystack Ventures, Abstraction Capital",Seed,2020-09-01,3700000,2020,2020 Q3
1959,100,Buf,Toronto,Toronto,,DevTech,"Lux Capital, Tiger Global","Lux Capital, Tiger Global, Greenoaks Capital Partners, Lightspeed Venture Partners, Addition, Haystack Ventures",Series B,2021-12-08,68000000,2021,2021 Q4
1960,1973,Rockport Networks,Ottawa,Ottawa,,Networks,Northern Private Capital,Northern Private Capital,Series ?,2021-12-14,61900000,2021,2021 Q4
1961,1085,Valence Discovery,Montreal,Quebec,Montreal,BioTech,"Fifty Years, Air Street Capital","Fifty Years, Air Street Capital, Amplitude Ventures, Phoenix Venture Partners, Jonathan Milner",Seed,2021-12-15,9000000,2021,2021 Q4
1962,350,Ledn,Toronto,Toronto,,FinTech,10T Holdings,"10T Holdings, Golden Tree Asset Management, Raptor Group, Alan Howard, Alexis Ohanian, CMT Digital Ventures, Coinbase Ventures, Global Founders Capital, Hashed, John Pfeffer, Kingsway Capital, ParaFi Capital, Susquehanna Growth Equity, Valor Capital Group, White Star Capital, Ascendant Capital",Series B,2021-12-15,70000000,2021,2021 Q4
1963,1104,Xandar Kardian,Toronto & Seoul,Toronto,,HealthTech,,"Phoenix Venture Partners, Portfolia Active Aging & Longevity Fund, Taronga Ventures",Series A,2021-12-15,10000000,2021,2021 Q4
1964,1104,Xandar Kardian,Toronto & Seoul,Toronto,,HealthTech,,,Seed,2019-12-01,3000000,2019,2019 Q4
1965,1975,Ukko Agro,Toronto,Toronto,,AgTech,Emmertech,"Emmertech,Ag Capital Canada, Telus Ventures, Whitecap Venture Partners, PIC Investment Group
",Seed,2021-12-16,5100000,2021,2021 Q4
1966,417,Nicoya Lifesciences,Waterloo,Waterloo Region,,BioTech,Whitecap Venture Partners,"Whitecap Venture Partners,Agilent Technologies, Export Development Canada, BDC Capital, MaRS IAF, Garage Capital",Series A,2021-12-16,20000000,2021,2021 Q4
1967,1976,Tiggy,Vancouver,British Columbia,,Misc,Heartland,"Heartland, Global Founders Capital, Redbox Ventures",Seed,2021-12-16,6300000,2021,2021 Q4
1968,1977,Eva,Montreal,Quebec,Montreal,Platform,Eva Investment,"Eva Investment,IRAP,Progitech",Seed,2021-12-17,1200000,2021,2021 Q4
1969,505,PureFacts Financial,Toronto,Toronto,,FinTech,Canadian Business Growth Fund,"Canadian Business Growth Fund, Scotia Bank, Round13 Capital",Series ?,2021-12-17,37000000,2021,2021 Q4
1970,1978,Specific Biologics,Toronto,Toronto,,BioTech,"Lumira Ventures, adMare BioInnovations","Lumira Ventures, adMare BioInnovations",Seed,2021-12-16,0,2021,2021 Q4
1971,1979,Daanaa,Vancouver,British Columbia,,Hardware,VoLo Earth Ventures,VoLo Earth Ventures,Series A,2021-12-15,9000000,2021,2021 Q4
1972,1980,Hubly,New York & Vancouver,British Columbia,,FinTech,"Mucker Capital, OCA Ventures","Mucker Capital, OCA Ventures",Seed,2021-12-20,1680000,2021,2021 Q4
1973,1980,Hubly,New York & Vancouver,British Columbia,,FinTech,Barclays - Techstars FinTech Accelerator,Barclays - Techstars FinTech Accelerator,Pre-Seed,2019-09-09,1300000,2019,2019 Q4
1974,447,Ontopical,Calgary,Alberta,Calgary,AI,GreenSky Capital,"GreenSky Capital, GCI Capital",Seed,2021-12-21,2250000,2021,2021 Q4
1975,8,Acorn,Toronto,Toronto,,BioTech,MCI Onehealth,MCI Onehealth,Series ?,2021-04-15,250000,2021,2021 Q2
1976,1982,Burrata,Vancouver,British Columbia,,Blockchain,"Stripe, Variant","Stripe, Variant, IDEO CoLab, Slow Ventures, Baller, Stratos",Seed,2021-12-09,99000000,2021,2021 Q4
1977,1296,StoryTap,Vancouver,British Columbia,,MarTech,"Refinery Ventures, StandUp Ventures","Refinery Ventures, StandUp Ventures",Seed,2021-05-21,2900000,2021,2021 Q2
1978,292,Hydra Energy,Delta,British Columbia,,CleanTech,Just Business,Just Business,Series ?,2021-05-27,19000000,2021,2021 Q2
1979,577,SoleSavy,British Columbia,British Columbia,,Marketplace,,,Series A,2021-06-21,15500000,2021,2021 Q2
1980,1984,Medimap,Vancouver,British Columbia,,HealthTech,Tiny Capital,"Tiny Capital,Rasool Rayani, David Arnsdorf, Rajiv Khaneja, Shane Parrish, ",Seed,2021-08-11,3500000,2021,2021 Q3
1981,152,Conexiom,Vancouver,British Columbia,,FinTech,Warburg Pincus,"Warburg Pincus, Luminate Capital",Series ?,2021-09-28,165000000,2021,2021 Q3
1982,347,League,Toronto,Toronto,,HRTech,TDM Growth Partners,"TDM Growth Partners, Workday Ventures",Series C,2021-12-31,120594425,2021,2021 Q4
1983,1985,Tenantcube,St. Catherines,Toronto,,PropertyTech,,"Archana Priyadharshini, Ashish Sharma, Rob K. Dawson",Pre-Seed,2021-12-09,250000,2021,2021 Q4
1984,1856,Trade X,Toronto,Toronto,,SaaS,Aimia,Aimia,Series ?,2021-12-17,31600000,2021,2021 Q4
1986,555,Valence,Toronto,Toronto,,SaaS,Panache Ventures,Panache Ventures,Seed,2019-12-04,1000000,2019,2019 Q4
1987,1986,Carbide,Nova Scotia,East Coast,,CyberSecurity,"Allos Ventures, Build Ventures","Allos Ventures, Build Ventures, Concrete Ventures, Hub Angels Investment Group",Seed,2021-12-21,4100000,2021,2021 Q4
