id,dealId,companyId,companyName,headquarters,investorId,investorName,leadInvestorFlag,ecosystemName,ecosystemSecondary,date,year,yearQuarter,roundType,investorCountry
2317,1414,868,Delphia,Toronto,1061,Black Jays,0,Toronto,,2019-12-04,2019,2019 Q4,Seed,USA
2318,1414,868,Delphia,Toronto,1078,Dennis Bennie,0,Toronto,,2019-12-04,2019,2019 Q4,Seed,Canada
2319,1414,868,Delphia,Toronto,358,Golden Ventures,0,Toronto,,2019-12-04,2019,2019 Q4,Seed,Canada
2320,1414,868,Delphia,Toronto,500,Lerer Hippeau,0,Toronto,,2019-12-04,2019,2019 Q4,Seed,USA
2321,1414,868,Delphia,Toronto,1142,Nigel Stokes,0,Toronto,,2019-12-04,2019,2019 Q4,Seed,
2322,1414,868,Delphia,Toronto,671,Real Ventures,1,Toronto,,2019-12-04,2019,2019 Q4,Seed,Canada
2323,1414,868,Delphia,Toronto,708,Satish Kanwar,0,Toronto,,2019-12-04,2019,2019 Q4,Seed,Canada
2324,1414,868,Delphia,Toronto,722,Silicon Valley Bank,0,Toronto,,2019-12-04,2019,2019 Q4,Seed,USA
2325,1414,868,Delphia,Toronto,803,Tobias Lütke,0,Toronto,,2019-12-04,2019,2019 Q4,Seed,Canada
2326,1414,868,Delphia,Toronto,805,Tom Williams,0,Toronto,,2019-12-04,2019,2019 Q4,Seed,USA
2327,1419,195,EcoPackers,Toronto,1038,Ajay Agrawal,0,Toronto,,2019-12-09,2019,2019 Q4,Seed,
2329,1419,195,EcoPackers,Toronto,358,Golden Ventures,1,Toronto,,2019-12-09,2019,2019 Q4,Seed,Canada
2330,1419,195,EcoPackers,Toronto,1106,Horizons Ventures,1,Toronto,,2019-12-09,2019,2019 Q4,Seed,Hong Kong
2331,1419,195,EcoPackers,Toronto,1184,T. Chen Fong,0,Toronto,,2019-12-09,2019,2019 Q4,Seed,Canada
2332,1421,902,FlexPay,Montreal,70,Anges Quebec,0,Quebec,Montreal,2019-12-11,2019,2019 Q4,Seed,Canada
2333,1421,902,FlexPay,Montreal,419,Impression Ventures,1,Quebec,Montreal,2019-12-11,2019,2019 Q4,Seed,Canada
2334,1422,1010,Rally,Toronto,937,Concrete Ventures,0,Toronto,,2019-12-11,2019,2019 Q4,Series ?,Canada
2335,1422,1010,Rally,Toronto,360,Good News Ventures,0,Toronto,,2019-12-11,2019,2019 Q4,Series ?,Canada
2336,1422,1010,Rally,Toronto,1151,Pelorus Venture Capital,1,Toronto,,2019-12-11,2019,2019 Q4,Series ?,Canada
2341,1426,846,Cheelcare,Richmond Hill,1095,Georgian Angel Network,0,Toronto,,2019-12-15,2019,2019 Q4,Seed,USA
2342,1426,846,Cheelcare,Richmond Hill,617,Ontario Centres of Excellence,0,Toronto,,2019-12-15,2019,2019 Q4,Seed,Canada
2343,1429,1037,Simplyk,Montreal,321,FounderFuel,0,Quebec,Montreal,2019-12-15,2019,2019 Q4,Pre-Seed,Canada
2344,1429,1037,Simplyk,Montreal,671,Real Ventures,0,Quebec,Montreal,2019-12-15,2019,2019 Q4,Pre-Seed,Canada
2346,1431,1057,SuccessFinder,Montreal,104,BDC Capital,1,Quebec,Montreal,2019-12-17,2019,2019 Q4,Series ?,Canada
2348,1433,830,Breather,Montreal,7,500 Startups,0,Quebec,Montreal,2019-12-19,2019,2019 Q4,Series D,USA
2349,1433,830,Breather,Montreal,882,Valar Ventures,0,Quebec,Montreal,2019-12-19,2019,2019 Q4,Series D,USA
2352,1436,196,Eddy Travels,Toronto,1090,Fred Cyrus Roeder,0,Toronto,,2019-12-23,2019,2019 Q4,Pre-Seed,United Kingdom
2353,1436,196,Eddy Travels,Toronto,1125,Leon Li,0,Toronto,,2019-12-23,2019,2019 Q4,Pre-Seed,Canada
2354,1436,196,Eddy Travels,Toronto,1130,Maksim Golivkin,0,Toronto,,2019-12-23,2019,2019 Q4,Pre-Seed,
2355,1436,196,Eddy Travels,Toronto,619,Open Circle Capital,0,Toronto,,2019-12-23,2019,2019 Q4,Pre-Seed,Lithuania
2356,1436,196,Eddy Travels,Toronto,651,Practica Capital,0,Toronto,,2019-12-23,2019,2019 Q4,Pre-Seed,Lithuania
2360,1438,912,Geneseeq,Toronto,1073,China Reform Holdings Corporation,0,Toronto,,2019-12-25,2019,2019 Q4,Series D,China
2361,1438,912,Geneseeq,Toronto,1126,Lilly Asia Ventures,0,Toronto,,2019-12-25,2019,2019 Q4,Series D,China
2362,1438,912,Geneseeq,Toronto,1171,SBCVC,0,Toronto,,2019-12-25,2019,2019 Q4,Series D,China
2363,1442,955,Mechasys,Montreal,733,SOSV,0,Quebec,Montreal,2019-12-31,2019,2019 Q4,Pre-Seed,USA
2364,1443,1078,TROES,Markham,399,High Park Angels,0,Toronto,,2019-12-31,2019,2019 Q4,Pre-Seed,Canada
2365,1445,1166,A-Line Orthopaedics,London,19,Accelerator Centre,1,Other,,2020-01-09,2020,2020 Q1,Seed,Canada
2366,1446,1157,Acadium,Ottawa,7,500 Startups,1,Ottawa,,2020-02-26,2020,2020 Q1,Seed,USA
2367,1447,1137,Adaptate Biotherapeutics,London,1211,Abingworth,0,Other,,2021-04-19,2021,2021 Q2,Series A,United Kingdom
2368,1447,1137,Adaptate Biotherapeutics,London,1216,Takeda Ventures,0,Other,,2021-04-19,2021,2021 Q2,Series A,USA
2369,1448,1147,AgeRate,Hamilton,1209,Founders Factory,0,Other,,2020-09-01,2020,2020 Q3,Pre-Seed,United Kingdom
2370,1448,1147,AgeRate,Hamilton,1210,leAD Sports & Health Tech Partners,0,Other,,2020-09-01,2020,2020 Q3,Pre-Seed,Germany
2371,1448,1147,AgeRate,Hamilton,1179,StartUp Health,0,Other,,2020-09-01,2020,2020 Q3,Pre-Seed,USA
2373,1449,1186,AirShare,Ottawa,1207,gener8tor,0,Ottawa,,2019-02-18,2019,2019 Q1,Pre-Seed,USA
2374,1449,1186,AirShare,Ottawa,774,Techstars,0,Ottawa,,2019-02-18,2019,2019 Q1,Pre-Seed,USA
2375,1450,1178,Algoblu,Ottawa,1223,WestSummit Capital,1,Ottawa,,2019-04-29,2019,2019 Q2,Series C,USA
2376,1451,1196,AudioConexus,Kingston,104,BDC Capital,1,Other,,2019-04-01,2019,2019 Q2,Series ?,Canada
2377,1452,1191,Backr,Kingston,1122,LaunchYU,0,Other,,2020-01-01,2020,2020 Q1,Pre-Seed,Canada
2378,1453,1180,Bitback,Ottawa,774,Techstars,1,Ottawa,,2020-01-27,2020,2020 Q1,Pre-Seed,USA
2380,1454,1174,Bluink Ltd,Ottawa,1254,L-SPARK,1,Ottawa,,2019-01-01,2019,2019 Q1,Pre-Seed,Canada
2381,1455,1129,BluWave-ai,Ottawa,766,Sustainable Development Technology Canada,1,Ottawa,,2019-08-22,2019,2019 Q3,Seed,Canada
2382,1456,1173,Botmock,Ottawa,586,Newark Venture Partners,0,Ottawa,,2019-10-01,2019,2019 Q4,Pre-Seed,USA
2383,1457,1192,Cheetah Networks,Ottawa,445,Jacky Chen,0,Ottawa,,2020-02-01,2020,2020 Q1,Seed,
2384,1458,1185,Click Armor,Ottawa,1254,L-SPARK,1,Ottawa,,2019-01-01,2019,2019 Q1,Pre-Seed,Canada
2385,1459,1185,Click Armor,Ottawa,1230,Capital Angel Network,0,Ottawa,,2020-01-01,2020,2020 Q1,Pre-Seed,Canada
2386,1460,743,Comet Biorefining,London,728,Sofinnova Partners,1,Other,,2019-07-16,2019,2019 Q3,Series ?,France
2387,1461,743,Comet Biorefining,London,104,BDC Capital,0,Other,,2021-07-13,2021,2021 Q3,Series C,Canada
2388,1461,743,Comet Biorefining,London,994,Open Prairie,1,Other,,2021-07-13,2021,2021 Q3,Series C,USA
2389,1461,743,Comet Biorefining,London,728,Sofinnova Partners,0,Other,,2021-07-13,2021,2021 Q3,Series C,France
2390,1462,1148,Cord3,Ottawa,104,BDC Capital,1,Ottawa,,2019-10-28,2019,2019 Q4,Seed,Canada
2391,1463,1130,Corsa Security,Ottawa,1166,Roadmap Capital,1,Ottawa,,2019-08-22,2019,2019 Q3,Series D,Canada
2392,1464,1130,Corsa Security,Ottawa,1166,Roadmap Capital,1,Ottawa,,2019-11-14,2019,2019 Q4,Series D,Canada
2393,1468,1152,CYBERNETIQ,Ottawa,532,MaRS Investment Accelerator Fund,1,Ottawa,,2019-06-13,2019,2019 Q2,Seed,Canada
2395,1474,1123,Fellow.app,Ottawa,1236,Devon Galloway,0,Ottawa,,2019-06-27,2019,2019 Q2,Seed,Canada
2396,1474,1123,Fellow.app,Ottawa,1083,Felicis Ventures,0,Ottawa,,2019-06-27,2019,2019 Q2,Seed,USA
2397,1474,1123,Fellow.app,Ottawa,337,Garage Capital,0,Ottawa,,2019-06-27,2019,2019 Q2,Seed,Canada
2398,1474,1123,Fellow.app,Ottawa,396,Hedgewood,0,Ottawa,,2019-06-27,2019,2019 Q2,Seed,Canada
2399,1474,1123,Fellow.app,Ottawa,432,Inovia Capital,1,Ottawa,,2019-06-27,2019,2019 Q2,Seed,Canada
2400,1476,1128,Flosonics,Sudbury,1243,Northern Ontario Heritage Fund,0,Other,,2020-08-10,2020,2020 Q3,Seed,Canada
2401,1477,1128,Flosonics,Sudbury,1215,Arboretum Ventures,1,Other,,2021-02-02,2021,2021 Q1,Series ?,USA
2402,1477,1128,Flosonics,Sudbury,344,Genesys Capital,0,Other,,2021-02-02,2021,2021 Q1,Series ?,Canada
2403,1477,1128,Flosonics,Sudbury,416,iGan Partners,0,Other,,2021-02-02,2021,2021 Q1,Series ?,Canada
2404,1478,1149,FreshSpoke,Barrie,1237,Chris Adams,0,Other,,2019-07-31,2019,2019 Q3,Seed,
2405,1478,1149,FreshSpoke,Barrie,1246,Craig Busch,0,Other,,2019-07-31,2019,2019 Q3,Seed,
2406,1478,1149,FreshSpoke,Barrie,1244,Dapeng Zhu,0,Other,,2019-07-31,2019,2019 Q3,Seed,
2407,1478,1149,FreshSpoke,Barrie,1248,Eric Wetlaufer,0,Other,,2019-07-31,2019,2019 Q3,Seed,Canada
2408,1478,1149,FreshSpoke,Barrie,1095,Georgian Angel Network,1,Other,,2019-07-31,2019,2019 Q3,Seed,USA
2409,1478,1149,FreshSpoke,Barrie,1247,Oliver Zecha,0,Other,,2019-07-31,2019,2019 Q3,Seed,
2410,1478,1149,FreshSpoke,Barrie,733,SOSV,0,Other,,2019-07-31,2019,2019 Q3,Seed,USA
2411,1478,1149,FreshSpoke,Barrie,1249,Thien Pham,0,Other,,2019-07-31,2019,2019 Q3,Seed,
2412,1479,1120,Fullscript,Ottawa & Arizona,283,Espresso Capital,0,Ottawa,,2019-05-21,2019,2019 Q2,Series B,Canada
2413,1480,1117,Fusion Pharmaceuticals,Hamilton,28,Adams Street Partners,0,Other,,2019-04-02,2019,2019 Q2,Series B,USA
2414,1480,1117,Fusion Pharmaceuticals,Hamilton,295,FACIT,0,Other,,2019-04-02,2019,2019 Q2,Series B,Canada
2416,1480,1117,Fusion Pharmaceuticals,Hamilton,344,Genesys Capital,0,Other,,2019-04-02,2019,2019 Q2,Series B,Canada
2417,1480,1117,Fusion Pharmaceuticals,Hamilton,1218,HealthCap,0,Other,,2019-04-02,2019,2019 Q2,Series B,Sweden
2418,1480,1117,Fusion Pharmaceuticals,Hamilton,1212,Johnson & Johnson Innovation,0,Other,,2019-04-02,2019,2019 Q2,Series B,USA
2419,1480,1117,Fusion Pharmaceuticals,Hamilton,620,OrbiMed,1,Other,,2019-04-02,2019,2019 Q2,Series B,USA
2420,1480,1117,Fusion Pharmaceuticals,Hamilton,1221,Pivotal bioVenture Partners,0,Other,,2019-04-02,2019,2019 Q2,Series B,USA
2421,1480,1117,Fusion Pharmaceuticals,Hamilton,1220,Seroba Life Sciences,0,Other,,2019-04-02,2019,2019 Q2,Series B,Ireland
2422,1481,1117,Fusion Pharmaceuticals,Hamilton,151,Canada Pension Plan Investment Board,1,Other,,2020-01-13,2020,2020 Q1,Series ?,Canada
2423,1482,1170,HeroHub,Kingston,587,NEXT Canada,0,Other,,2020-01-01,2020,2020 Q1,Pre-Seed,Canada
2424,1483,1170,HeroHub,Kingston,1254,L-SPARK,0,Other,,2020-05-04,2020,2020 Q2,Pre-Seed,Canada
2425,1485,1190,Incuvers,Ottawa,1230,Capital Angel Network,0,Ottawa,,2019-01-01,2019,2019 Q1,Pre-Seed,Canada
2426,1487,1188,InnScience Labs Inc.,Niagara Falls,1121,LatAm Startups,0,Other,,2019-08-28,2019,2019 Q3,Pre-Seed,Canada
2427,1488,1127,Interset,Ottawa,751,Startup Capital Ventures,0,Ottawa,,2019-01-18,2019,2019 Q1,Series B,USA
2428,1489,1143,InterVal,London,1242,Scott Coffin,1,Other,,2021-04-28,2021,2021 Q2,Seed,Canada
2429,1491,1181,Kings Distributed Systems,Kingston,243,Digital Technology Supercluster,1,Other,,2020-06-05,2020,2020 Q2,Seed,Canada
2432,1496,1175,MASV,Ottawa,1231,Connetic Ventures,0,Ottawa,,2020-06-10,2020,2020 Q2,Series A,USA
2433,1497,382,Mednow,Toronto,369,Gravitas Securities,1,Toronto,,2020-07-15,2020,2020 Q3,Seed,Canada
2434,1498,1155,MESH/diversity,Moncton,1227,East Valley Ventures,0,East Coast,,2019-09-30,2019,2019 Q3,Seed,Canada
2435,1498,1155,MESH/diversity,Moncton,990,New Brunswick Innovation Foundation,1,East Coast,,2019-09-30,2019,2019 Q3,Seed,Canada
2436,1499,1155,MESH/diversity,Moncton,937,Concrete Ventures,1,East Coast,,2020-10-27,2020,2020 Q4,Seed,Canada
2437,1499,1155,MESH/diversity,Moncton,1227,East Valley Ventures,0,East Coast,,2020-10-27,2020,2020 Q4,Seed,Canada
2438,1499,1155,MESH/diversity,Moncton,990,New Brunswick Innovation Foundation,1,East Coast,,2020-10-27,2020,2020 Q4,Seed,Canada
2439,1500,1150,MesoMat,Hamilton,1208,Acequia Capital (AceCap),0,Other,,2019-03-14,2019,2019 Q1,Seed,USA
2440,1503,1118,MindBridge AI,Ottawa,576,National Bank of Canada,0,Ottawa,,2019-06-12,2019,2019 Q2,Series B,Canada
2441,1503,1118,MindBridge AI,Ottawa,1214,PeakSpan Capital,1,Ottawa,,2019-06-12,2019,2019 Q2,Series B,USA
2442,1503,1118,MindBridge AI,Ottawa,671,Real Ventures,0,Ottawa,,2019-06-12,2019,2019 Q2,Series B,Canada
2443,1503,1118,MindBridge AI,Ottawa,672,Reciprocal Ventures,0,Ottawa,,2019-06-12,2019,2019 Q2,Series B,USA
2444,1503,1118,MindBridge AI,Ottawa,1232,Strategic Innovation Fund (SIF),1,Ottawa,,2019-06-12,2019,2019 Q2,Series B,USA
2445,1503,1118,MindBridge AI,Ottawa,1228,The Group Ventures,0,Ottawa,,2019-06-12,2019,2019 Q2,Series B,Canada
2447,1505,1200,MyPITBOARD,Ottawa,1254,L-SPARK,0,Ottawa,,2019-10-03,2019,2019 Q4,Pre-Seed,Canada
2448,1506,1138,Nix Sensor,Hamilton,104,BDC Capital,1,Other,,2019-11-12,2019,2019 Q4,Series ?,Canada
2449,1507,1124,Noblegen,Peterborough,104,BDC Capital,1,Other,,2019-05-31,2019,2019 Q2,Series B,Canada
2450,1508,1167,Noibu,Ottawa,1230,Capital Angel Network,1,Ottawa,,2019-01-01,2019,2019 Q1,Pre-Seed,Canada
2451,1509,1167,Noibu,Ottawa,617,Ontario Centres of Excellence,0,Ottawa,,2019-02-15,2019,2019 Q1,Seed,Canada
2452,1510,1141,Nuvyyo,Kanata,104,BDC Capital,1,Ottawa,,2019-02-07,2019,2019 Q1,Series B,Canada
2453,1511,1141,Nuvyyo,Kanata,164,Celtic House Venture Partners,1,Ottawa,,2020-06-30,2020,2020 Q2,Series B,Canada
2454,1511,1141,Nuvyyo,Kanata,291,Export Development Canada,0,Ottawa,,2020-06-30,2020,2020 Q2,Series B,Canada
2455,1513,1140,Orion Biotechnology,Ottawa,721,Side Door Ventures,0,Ottawa,,2021-03-24,2021,2021 Q1,Series A,USA
2456,1514,1201,OTTOFACT,Oshawa,1122,LaunchYU,0,Other,,2019-09-12,2019,2019 Q3,Pre-Seed,Canada
2457,1516,729,Paystone,London,210,Crédit Mutuel Equity,1,Other,,2021-07-23,2021,2021 Q3,Series ?,France
2458,1518,1145,reDock,Ottawa,70,Anges Quebec,1,Ottawa,,2019-03-01,2019,2019 Q1,Seed,Canada
2459,1518,1145,reDock,Ottawa,407,Hustle Fund,1,Ottawa,,2019-03-01,2019,2019 Q1,Seed,USA
2460,1518,1145,reDock,Ottawa,628,Panache Ventures,1,Ottawa,,2019-03-01,2019,2019 Q1,Seed,Canada
2461,1518,1145,reDock,Ottawa,710,ScaleUP Ventures,1,Ottawa,,2019-03-01,2019,2019 Q1,Seed,Canada
2462,1520,1131,Relogix,Ottawa,104,BDC Capital,1,Ottawa,,2019-10-03,2019,2019 Q4,Series A,Canada
2463,1520,1131,Relogix,Ottawa,378,GroundBreak Ventures,0,Ottawa,,2019-10-03,2019,2019 Q4,Series A,Canada
2464,1520,1131,Relogix,Ottawa,560,Mistral Venture Partners,0,Ottawa,,2019-10-03,2019,2019 Q4,Series A,Canada
2465,1521,1161,Reperformance,Sudbury,1252,John Cassio,0,Other,,2019-01-15,2019,2019 Q1,Seed,
2466,1521,1161,Reperformance,Sudbury,1251,John Zulich,0,Other,,2019-01-15,2019,2019 Q1,Seed,
2467,1521,1161,Reperformance,Sudbury,1245,Milad Mansour,0,Other,,2019-01-15,2019,2019 Q1,Seed,Canada
2468,1521,1161,Reperformance,Sudbury,1253,Nick Foligno,0,Other,,2019-01-15,2019,2019 Q1,Seed,
2469,1521,1161,Reperformance,Sudbury,1250,Rob Zulich,0,Other,,2019-01-15,2019,2019 Q1,Seed,
2470,1523,1160,Reshift security,Ottawa,104,BDC Capital,1,Ottawa,,2020-01-05,2020,2020 Q1,Seed,Canada
2471,1523,1160,Reshift security,Ottawa,1254,L-SPARK,0,Ottawa,,2020-01-05,2020,2020 Q1,Seed,Canada
2472,1524,1119,Rewind,Ottawa,108,Bessemer Venture Partners,0,Ottawa,,2021-01-19,2021,2021 Q1,Series A,USA
2473,1524,1119,Rewind,Ottawa,1217,Darian Shirazi,0,Ottawa,,2021-01-19,2021,2021 Q1,Series A,USA
2474,1524,1119,Rewind,Ottawa,1239,Hilary Shirazi,0,Ottawa,,2021-01-19,2021,2021 Q1,Series A,USA
2475,1524,1119,Rewind,Ottawa,432,Inovia Capital,1,Ottawa,,2021-01-19,2021,2021 Q1,Series A,Canada
2476,1524,1119,Rewind,Ottawa,560,Mistral Venture Partners,0,Ottawa,,2021-01-19,2021,2021 Q1,Series A,Canada
2477,1524,1119,Rewind,Ottawa,1213,Ridge Ventures,0,Ottawa,,2021-01-19,2021,2021 Q1,Series A,USA
2478,1524,1119,Rewind,Ottawa,710,ScaleUP Ventures,0,Ottawa,,2021-01-19,2021,2021 Q1,Series A,Canada
2479,1525,1183,Rize Health,London,1159,RebelBio,0,Other,,2019-08-07,2019,2019 Q3,Seed,United Kingdom
2480,1525,1183,Rize Health,London,733,SOSV,0,Other,,2019-08-07,2019,2019 Q3,Seed,USA
2481,1526,1125,RVezy,Ottawa,553,Michele Romanow,0,Ottawa,,2021-05-28,2021,2021 Q2,Seed,Canada
2482,1527,1184,Sensor Cortek,Ottawa,1254,L-SPARK,0,Ottawa,,2019-12-10,2019,2019 Q4,Pre-Seed,Canada
2483,1529,1151,SnapClarity,Kanata,678,Relentless Pursuit Partners,1,Ottawa,,2019-09-11,2019,2019 Q3,Series ?,Canada
2484,1530,1182,SoilOptix,Tavistock,617,Ontario Centres of Excellence,0,Other,,2019-01-01,2019,2019 Q1,Seed,Canada
2485,1531,1122,Solink,Ottawa,104,BDC Capital,0,Ottawa,,2019-01-14,2019,2019 Q1,Series A,Canada
2486,1531,1122,Solink,Ottawa,342,Generation Ventures,0,Ottawa,,2019-01-14,2019,2019 Q1,Series A,Canada
2487,1531,1122,Solink,Ottawa,710,ScaleUP Ventures,0,Ottawa,,2019-01-14,2019,2019 Q1,Series A,Canada
2488,1532,1122,Solink,Ottawa,104,BDC Capital,0,Ottawa,,2020-06-26,2020,2020 Q2,Series B,Canada
2489,1532,1122,Solink,Ottawa,614,OMERS Ventures,1,Ottawa,,2020-06-26,2020,2020 Q2,Series B,Canada
2490,1532,1122,Solink,Ottawa,710,ScaleUP Ventures,0,Ottawa,,2020-06-26,2020,2020 Q2,Series B,Canada
2491,1533,1172,Speak Ai,London,251,DMZ,0,Other,,2020-01-01,2020,2020 Q1,Pre-Seed,Canada
2492,1534,1159,Spectra Plasmonics,Kingston,330,Front Row Ventures,0,Other,,2020-01-01,2020,2020 Q1,Series ?,Canada
2494,1536,1142,Spiderwort,Ottawa,70,Anges Quebec,0,Ottawa,,2020-05-27,2020,2020 Q2,Seed,Canada
2495,1536,1142,Spiderwort,Ottawa,1238,Break Off Capital,0,Ottawa,,2020-05-27,2020,2020 Q2,Seed,USA
2496,1536,1142,Spiderwort,Ottawa,1230,Capital Angel Network,0,Ottawa,,2020-05-27,2020,2020 Q2,Seed,Canada
2497,1536,1142,Spiderwort,Ottawa,1101,Groupe Roski,0,Ottawa,,2020-05-27,2020,2020 Q2,Seed,Canada
2498,1536,1142,Spiderwort,Ottawa,1106,Horizons Ventures,1,Ottawa,,2020-05-27,2020,2020 Q2,Seed,Hong Kong
2499,1537,1144,Spoonity,Ottawa,1222,Founder Friendly Labs,0,Ottawa,,2020-08-01,2020,2020 Q3,Seed,USA
2500,1538,1197,sweatcrew,Ottawa,1254,L-SPARK,1,Ottawa,,2020-01-01,2020,2020 Q1,Pre-Seed,Canada
2501,1541,1121,Tehama,Ottawa,104,BDC Capital,0,Ottawa,,2020-03-05,2020,2020 Q1,Series A,Canada
2502,1541,1121,Tehama,Ottawa,614,OMERS Ventures,1,Ottawa,,2020-03-05,2020,2020 Q1,Series A,Canada
2503,1542,1177,Transparent Kitchen,Ottawa,774,Techstars,0,Ottawa,,2019-07-15,2019,2019 Q3,Pre-Seed,USA
2505,1544,1165,TryCycle Data Systems,Ottawa,197,Connecticut Innovations,1,Ottawa,,2019-10-17,2019,2019 Q4,Pre-Seed,USA
2506,1545,1135,Verto Health,Ottawa,251,DMZ,0,Ottawa,,2019-05-09,2019,2019 Q2,Pre-Seed,Canada
2507,1546,1135,Verto Health,Ottawa,1045,Amplify Capital,0,Ottawa,,2020-08-27,2020,2020 Q3,Seed,Canada
2508,1546,1135,Verto Health,Ottawa,532,MaRS Investment Accelerator Fund,1,Ottawa,,2020-08-27,2020,2020 Q3,Seed,Canada
2509,1546,1135,Verto Health,Ottawa,842,Verstra Ventures,0,Ottawa,,2020-08-27,2020,2020 Q3,Seed,Canada
2510,1547,1189,Wavve Boating,Kingston,1230,Capital Angel Network,1,Other,,2019-01-01,2019,2019 Q1,Pre-Seed,Canada
2511,1548,1136,Weever Apps,Hamilton,372,GreenSky Capital,1,Other,,2019-07-08,2019,2019 Q3,Series ?,Canada
2512,1548,1136,Weever Apps,Hamilton,532,MaRS Investment Accelerator Fund,1,Other,,2019-07-08,2019,2019 Q3,Series ?,Canada
2513,1740,1822,Softdrive,Toronto,337,Garage Capital,0,Toronto,,2021-08-19,2021,2021 Q3,Pre-Seed,Canada
2514,1740,1822,Softdrive,Toronto,721,Side Door Ventures,0,Toronto,,2021-08-19,2021,2021 Q3,Pre-Seed,USA
2515,1740,1822,Softdrive,Toronto,354,Globalive Capital,0,Toronto,,2021-08-19,2021,2021 Q3,Pre-Seed,Canada
2516,1741,1824,54e,Regina,1282,Conexus Venture Capital,1,Other,,2021-08-23,2021,2021 Q3,Seed,Canada
2517,1741,1824,54e,Regina,1265,Golden Opportunities Fund,0,Other,,2021-08-23,2021,2021 Q3,Seed,Canada
2518,1741,1824,54e,Regina,1275,Saskworks Venture Fund,0,Other,,2021-08-23,2021,2021 Q3,Seed,Canada
2519,1742,1815,Figment Networks,Toronto,1276,Senator Investment Group,1,Toronto,,2021-08-24,2021,2021 Q3,Series B,USA
2520,1742,1815,Figment Networks,Toronto,1272,Liberty City Ventures,1,Toronto,,2021-08-24,2021,2021 Q3,Series B,USA
2521,1742,1815,Figment Networks,Toronto,1256,Anchorage,0,Toronto,,2021-08-24,2021,2021 Q3,Series B,USA
2522,1742,1815,Figment Networks,Toronto,1261,Declaration Partners,0,Toronto,,2021-08-24,2021,2021 Q3,Series B,USA
2523,1742,1815,Figment Networks,Toronto,1259,Bonfire Ventures,0,Toronto,,2021-08-24,2021,2021 Q3,Series B,USA
2524,1742,1815,Figment Networks,Toronto,1266,GSR Ventures,0,Toronto,,2021-08-24,2021,2021 Q3,Series B,USA
2525,1742,1815,Figment Networks,Toronto,1264,GFT Ventures,0,Toronto,,2021-08-24,2021,2021 Q3,Series B,USA
2526,1742,1815,Figment Networks,Toronto,1270,JPK Capital,0,Toronto,,2021-08-24,2021,2021 Q3,Series B,Barbados
2527,1742,1815,Figment Networks,Toronto,1255,40 North Ventures,0,Toronto,,2021-08-24,2021,2021 Q3,Series B,USA
2528,1742,1815,Figment Networks,Toronto,1262,Finality Capital Partners,0,Toronto,,2021-08-24,2021,2021 Q3,Series B,USA
2529,1742,1815,Figment Networks,Toronto,1267,Hard Yaka,0,Toronto,,2021-08-24,2021,2021 Q3,Series B,USA
2530,1743,1825,FIX4 Capital,Montreal,769,Tactico,1,Quebec,Montreal,2021-08-24,2021,2021 Q3,Seed,Canada
2531,1744,1202,Blockstream,Victoria,1258,Baillie Gifford,1,British Columbia,,2021-08-24,2021,2021 Q3,Series B,United Kingdom
2532,1745,1826,Lytica,Ottawa,1281,York IE,1,Ottawa,,2021-08-26,2021,2021 Q3,Series ?,USA
2533,1746,1827,Treepz,Toronto,774,Techstars,0,Toronto,,2021-08-26,2021,2021 Q3,Seed,USA
2534,1746,1827,Treepz,Toronto,733,SOSV,0,Toronto,,2021-08-26,2021,2021 Q3,Seed,USA
2535,1746,1827,Treepz,Toronto,1257,Argentil Capital Partners,0,Toronto,,2021-08-26,2021,2021 Q3,Seed,Nigeria
2536,1746,1827,Treepz,Toronto,1273,ODBA & Co. Ventures,0,Toronto,,2021-08-26,2021,2021 Q3,Seed,United Kingdom
2537,1747,1828,LifeBooster,Vancouver,1279,W.L. Gore & Associates,1,British Columbia,,2021-08-26,2021,2021 Q3,Series ?,USA
2538,1748,1590,#paid,Toronto,1274,Sands Capital,1,Toronto,,2021-08-26,2021,2021 Q3,Series B,USA
2539,1748,1590,#paid,Toronto,835,Vanedge Capital,0,Toronto,,2021-08-26,2021,2021 Q3,Series B,Canada
2540,1748,1590,#paid,Toronto,104,BDC Capital,0,Toronto,,2021-08-26,2021,2021 Q3,Series B,Canada
2541,1748,1590,#paid,Toronto,710,ScaleUP Ventures,0,Toronto,,2021-08-26,2021,2021 Q3,Series B,Canada
2542,1749,239,Flinks,Montreal,576,National Bank of Canada,1,Quebec,Montreal,2021-08-26,2021,2021 Q3,Series ?,Canada
2543,1750,258,Gatik,Toronto & Palo Alto,1271,Koch Disruptive Technologies,1,Toronto,,2021-08-31,2021,2021 Q3,Series B,USA
2544,1750,258,Gatik,Toronto & Palo Alto,1280,Wittington Ventures,0,Toronto,,2021-08-31,2021,2021 Q3,Series B,Canada
2545,1750,258,Gatik,Toronto & Palo Alto,1269,Intact Ventures,0,Toronto,,2021-08-31,2021,2021 Q3,Series B,Canada
2546,1750,258,Gatik,Toronto & Palo Alto,1268,Innovation Endeavors,0,Toronto,,2021-08-31,2021,2021 Q3,Series B,USA
2547,1750,258,Gatik,Toronto & Palo Alto,1263,FM Capital,0,Toronto,,2021-08-31,2021,2021 Q3,Series B,USA
2548,1750,258,Gatik,Toronto & Palo Alto,813,Trucks Venture Capital,0,Toronto,,2021-08-31,2021,2021 Q3,Series B,USA
